date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:20:07	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:05%20GMT	http://bp1.blogger.com/_mw51ZTNRTiM/RpjmHV12mVI/AAAAAAAAAI4/Iv3edsbqZfc/s320/calvin_war_peace.jpg	/home/latish/websites/httrack/latish-sherigar.com/bp1.blogger.com/_mw51ZTNRTiM/RpjmHV12mVI/AAAAAAAAAI4/Iv3edsbqZfc/s320/calvin_war_peace.59.delayed	(from http://localhost/blogs/iLatish/2007/05/)
18:20:11	32169/32169	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:04%20GMT	http://localhost/blogs/iLatish/voting-for-wonders-of-the-world/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/voting-for-wonders-of-the-world/index.html	(from http://localhost/blogs/iLatish/2007/07/)
18:20:11	22272/22272	---M--	200	added ('OK')	image/png	etag:%22v93%22	https://1.bp.blogspot.com/_mw51ZTNRTiM/RrdO8MDRK7I/AAAAAAAAAJM/wJZeviari3Y/s320/Screenshot-http:--www.dnaindia.com+-+DNA+-+Daily+News+%26+Analysis+-+Poll+result+-+Mozilla+Firefox.png	/home/latish/websites/httrack/latish-sherigar.com/1.bp.blogspot.com/_mw51ZTNRTiM/RrdO8MDRK7I/AAAAAAAAAJM/wJZeviari3Y/s320/Screenshot-http_--www.dnaindia.com%20-%20DNA%20-%20Daily%20News%20&%20Analysis%20-%20Poll%20result%20-%20Mozilla%20Firefox.png	(from http://localhost/blogs/iLatish/2007/08/)
18:20:11	31966/31966	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:05%20GMT	http://localhost/blogs/iLatish/world-peaceby-calvin/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/world-peaceby-calvin/index.html	(from http://localhost/blogs/iLatish/2007/05/)
18:20:13	360/360	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:12%20GMT	http://bp0.blogger.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s1600-h/iphone.jpg	/home/latish/websites/httrack/latish-sherigar.com/bp0.blogger.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s1600-h/iphone.html	(from http://localhost/blogs/iLatish/2007/01/)
18:20:15	287/287	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:13%20GMT	http://bp0.blogger.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s320/iphone.jpg	/home/latish/websites/httrack/latish-sherigar.com/bp0.blogger.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s320/iphone.5c.delayed	(from http://localhost/blogs/iLatish/2007/01/)
18:20:17	31485/31485	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:11%20GMT	http://localhost/blogs/iLatish/my-linux-blog/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/my-linux-blog/index.html	(from http://localhost/blogs/iLatish/2007/04/)
18:20:19	27906/27906	---M--	200	added ('OK')	image/jpeg	etag:%22v8e%22	https://1.bp.blogspot.com/_mw51ZTNRTiM/RpjmHV12mVI/AAAAAAAAAI4/Iv3edsbqZfc/s320/calvin_war_peace.jpg	/home/latish/websites/httrack/latish-sherigar.com/1.bp.blogspot.com/_mw51ZTNRTiM/RpjmHV12mVI/AAAAAAAAAI4/Iv3edsbqZfc/s320/calvin_war_peace.jpg	(from http://localhost/blogs/iLatish/2007/05/)
18:20:19	31546/31546	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:12%20GMT	http://localhost/blogs/iLatish/this-blogs-alive/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/this-blogs-alive/index.html	(from http://localhost/blogs/iLatish/2007/04/)
18:20:22	31630/31630	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:15%20GMT	http://localhost/blogs/iLatish/goodbye-orkut-world/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/goodbye-orkut-world/index.html	(from http://localhost/blogs/iLatish/2007/01/)
18:20:24	17807/17807	---M--	200	added ('OK')	image/jpeg	etag:%22v8c%22	https://1.bp.blogspot.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s320/iphone.jpg	/home/latish/websites/httrack/latish-sherigar.com/1.bp.blogspot.com/_mw51ZTNRTiM/Rpje7F12mUI/AAAAAAAAAIw/EW9RfA3gFp8/s320/iphone.jpg	(from http://localhost/blogs/iLatish/2007/01/)
18:20:24	366/366	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:22%20GMT	http://bp3.blogger.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s1600-h/ganesh01.gif	/home/latish/websites/httrack/latish-sherigar.com/bp3.blogger.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s1600-h/ganesh01.html	(from http://localhost/blogs/iLatish/2006/12/)
18:20:25	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:41:04%20GMT	http://bp3.blogger.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s320/ganesh01.gif	/home/latish/websites/httrack/latish-sherigar.com/bp3.blogger.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s320/ganesh01.5f.delayed	(from http://localhost/blogs/iLatish/2006/12/)
18:20:25	32207/32207	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:19%20GMT	http://localhost/blogs/iLatish/apple-iphone/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/apple-iphone/index.html	(from http://localhost/blogs/iLatish/2007/01/)
18:20:27	31502/31502	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:20%20GMT	http://localhost/blogs/iLatish/welcome-2007/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/welcome-2007/index.html	(from http://localhost/blogs/iLatish/2007/01/)
18:20:27	5769/5769	---M--	200	added ('OK')	image/gif	etag:%22v27f0%22	https://1.bp.blogspot.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s320/ganesh01.gif	/home/latish/websites/httrack/latish-sherigar.com/1.bp.blogspot.com/_mw51ZTNRTiM/RZZrKGc3FJI/AAAAAAAAAAM/2o44O3yhgUY/s320/ganesh01.gif	(from http://localhost/blogs/iLatish/2006/12/)
18:20:29	31778/31778	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:24%20GMT	http://localhost/blogs/iLatish/hello-world-2/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/hello-world-2/index.html	(from http://localhost/blogs/iLatish/2006/12/)
18:20:29	3750/3750	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:27%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/153	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/153.json	(from http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/)
18:20:29	825/825	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/feed/index.html	(from http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/)
18:20:29	2233/2233	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:29%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fwhy-i-dont-always-like-a-facebook-like%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed43f9.json	(from http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/)
18:20:30	2385/2385	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:30%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fwhy-i-dont-always-like-a-facebook-like%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed7d4d	(from http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/)
18:20:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:31%20GMT	http://localhost/blogs/iLatish/?p=153	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/indexd7d8.html	(from http://localhost/blogs/iLatish/why-i-dont-always-like-a-facebook-like/)
18:20:31	2672/2672	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:31%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/150	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/150.json	(from http://localhost/blogs/iLatish/something-at-stake/)
18:20:32	765/765	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/something-at-stake/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/something-at-stake/feed/index.html	(from http://localhost/blogs/iLatish/something-at-stake/)
18:20:32	2133/2133	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:32%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fsomething-at-stake%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed3136.json	(from http://localhost/blogs/iLatish/something-at-stake/)
18:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:33%20GMT	http://localhost/blogs/iLatish/?p=150	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/index56d6.html	(from http://localhost/blogs/iLatish/something-at-stake/)
18:20:33	2285/2285	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:33%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fsomething-at-stake%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed9393	(from http://localhost/blogs/iLatish/something-at-stake/)
18:20:34	3381/3381	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:34%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/146	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/146.json	(from http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/)
18:20:35	822/822	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/feed/index.html	(from http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/)
18:20:35	2228/2228	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:35%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fmisleading-ad-about-hp-laptop-upgrade%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed0074.json	(from http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/)
18:20:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:36%20GMT	http://localhost/blogs/iLatish/?p=146	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/indexf488.html	(from http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/)
18:20:36	2380/2380	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:36%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fmisleading-ad-about-hp-laptop-upgrade%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedf87c	(from http://localhost/blogs/iLatish/misleading-ad-about-hp-laptop-upgrade/)
18:20:37	4143/4143	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:37%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/136	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/136.json	(from http://localhost/blogs/iLatish/instant-gratification-and-genxyz/)
18:20:38	807/807	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/instant-gratification-and-genxyz/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/instant-gratification-and-genxyz/feed/index.html	(from http://localhost/blogs/iLatish/instant-gratification-and-genxyz/)
18:20:38	2203/2203	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:38%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Finstant-gratification-and-genxyz%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embede57b.json	(from http://localhost/blogs/iLatish/instant-gratification-and-genxyz/)
18:20:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:39%20GMT	http://localhost/blogs/iLatish/?p=136	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/index9469.html	(from http://localhost/blogs/iLatish/instant-gratification-and-genxyz/)
18:20:39	2355/2355	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:39%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Finstant-gratification-and-genxyz%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embeda091	(from http://localhost/blogs/iLatish/instant-gratification-and-genxyz/)
18:20:40	2500/2500	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:40%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/131	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/131.json	(from http://localhost/blogs/iLatish/andriod-future-versions/)
18:20:41	780/780	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/andriod-future-versions/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/andriod-future-versions/feed/index.html	(from http://localhost/blogs/iLatish/andriod-future-versions/)
18:20:41	2158/2158	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:41%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fandriod-future-versions%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed93e8.json	(from http://localhost/blogs/iLatish/andriod-future-versions/)
18:20:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:42%20GMT	http://localhost/blogs/iLatish/?p=131	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/indexd52d.html	(from http://localhost/blogs/iLatish/andriod-future-versions/)
18:20:42	2310/2310	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:42%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fandriod-future-versions%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedd9d3	(from http://localhost/blogs/iLatish/andriod-future-versions/)
18:20:45	627/627	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:43%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/users/1	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/users/1.json	(from http://localhost/blogs/iLatish/author/latish/)
18:20:49	47786/47786	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:43%20GMT	http://localhost/blogs/iLatish/page/5/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/page/5/index.html	(from http://localhost/blogs/iLatish/page/6/)
18:20:50	49235/49235	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:43%20GMT	http://localhost/blogs/iLatish/page/3/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/page/3/index.html	(from http://localhost/blogs/iLatish/page/2/)
18:20:53	25829/25829	---MC-	200	added ('OK')	application/rss+xml	etag:%227ade71ac9b2e5a7265f80d501d2c9fab%22	http://localhost/blogs/iLatish/author/latish/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/author/latish/feed/index.html	(from http://localhost/blogs/iLatish/author/latish/)
18:20:53	4537/4537	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:50%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/125	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/125.json	(from http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/)
18:20:53	45746/45746	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:45%20GMT	http://localhost/blogs/iLatish/author/latish/page/2/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/author/latish/page/2/index.html	(from http://localhost/blogs/iLatish/author/latish/)
18:20:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:54%20GMT	http://localhost/blogs/iLatish/?p=125	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/index5070.html	(from http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/)
18:20:55	2198/2198	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:53%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fif-some-companies-sold-bhelpuri%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed5f61.json	(from http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/)
18:20:55	804/804	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/feed/index.html	(from http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/)
18:20:55	46850/46850	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202023%2012:50:49%20GMT	http://localhost/blogs/iLatish/author/latish/page/6/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/author/latish/page/6/index.html	(from http://localhost/blogs/iLatish/author/latish/)
18:20:56	2350/2350	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:55%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fif-some-companies-sold-bhelpuri%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed9787	(from http://localhost/blogs/iLatish/if-some-companies-sold-bhelpuri/)
18:20:56	1678/1678	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:56%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/115	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/115.json	(from http://localhost/blogs/iLatish/pati-patni-aur-woh/)
18:20:57	777/777	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/pati-patni-aur-woh/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/pati-patni-aur-woh/feed/index.html	(from http://localhost/blogs/iLatish/pati-patni-aur-woh/)
18:20:57	2169/2169	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:57%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fpati-patni-aur-woh%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed3cda.json	(from http://localhost/blogs/iLatish/pati-patni-aur-woh/)
18:20:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:50:58%20GMT	http://localhost/blogs/iLatish/?p=115	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/index0a10.html	(from http://localhost/blogs/iLatish/pati-patni-aur-woh/)
18:20:58	2321/2321	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:50:58%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fpati-patni-aur-woh%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedafe7	(from http://localhost/blogs/iLatish/pati-patni-aur-woh/)
18:20:59	3163/3163	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:50:59%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/109	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/109.json	(from http://localhost/blogs/iLatish/god-and-the-queues/)
18:21:00	765/765	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/god-and-the-queues/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/god-and-the-queues/feed/index.html	(from http://localhost/blogs/iLatish/god-and-the-queues/)
18:21:00	2133/2133	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:51:00%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fgod-and-the-queues%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed6c0e.json	(from http://localhost/blogs/iLatish/god-and-the-queues/)
18:21:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:51:01%20GMT	http://localhost/blogs/iLatish/?p=109	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/indexe887.html	(from http://localhost/blogs/iLatish/god-and-the-queues/)
18:21:01	2285/2285	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:51:01%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fgod-and-the-queues%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedf908	(from http://localhost/blogs/iLatish/god-and-the-queues/)
18:21:02	2980/2980	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:51:02%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/103	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/103.json	(from http://localhost/blogs/iLatish/new-year/)
18:21:03	735/735	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/new-year/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/new-year/feed/index.html	(from http://localhost/blogs/iLatish/new-year/)
18:21:03	2083/2083	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:51:03%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fnew-year%2F	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embed3ee2.json	(from http://localhost/blogs/iLatish/new-year/)
18:21:04	2235/2235	---MC-	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202023%2012:51:04%20GMT	http://localhost/blogs/iLatish/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fblogs%2FiLatish%2Fnew-year%2F&format=xml	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/oembed/1.0/embedabcd	(from http://localhost/blogs/iLatish/new-year/)
18:21:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202023%2012:51:05%20GMT	http://localhost/blogs/iLatish/?p=103	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/indexe6f0.html	(from http://localhost/blogs/iLatish/new-year/)
18:21:05	2820/2820	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202023%2012:51:05%20GMT	http://localhost/blogs/iLatish/wp-json/wp/v2/posts/97	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/wp-json/wp/v2/posts/97.json	(from http://localhost/blogs/iLatish/why-facebook-resembles-a-overprotective-mother/)
18:21:06	850/850	---MC-	200	added ('OK')	application/rss+xml	etag:%2253294fd8f3f8de8e34a04c4c07b20d69%22	http://localhost/blogs/iLatish/why-facebook-resembles-a-overprotective-mother/feed/	/home/latish/websites/httrack/latish-sherigar.com/localhost/blogs/iLatish/why-facebook-resembles-a-overprotective-mother/feed/index.html	(from http://localhost/blogs/iLatish/why-facebook-resembles-a-overprotective-mother/)
